review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,0,animals,animal,6,got,got,,happy
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,1,forest,forest,6,,,Place,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,2,holiday,holiday,7,,,Occasion,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,3,life,life,4,look,look,,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,4,picture,picture,7,got,got,,happy
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,5,portion,portion,7,,,,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,6,sizes,size,4,,,Packaging/Delivery,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",2,forest animals got holiday snack portion sizes picture also look much larger real life,116,Positive,"['animals', 'forest', 'holiday', 'life', 'picture', 'portion', 'sizes', 'snack']",animals|forest|holiday|life|picture|portion|sizes|snack,7,snack,snack,5,,,Complements,
"Waste of money.  The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.  So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.  Save your money.  This one is a no go. ","Reviewed in the United States on December 11, 2017",Amazon,7,"['Waste of money.', 'The box arrived unsealed with a single piece of bubble wrap inside and the meat was warm.', 'So, the forest animals got a holiday snack The portion sizes in the picture also look much larger than in real life.', 'Save your money.', 'This one is a no go.']",3,save money,16,Neutral,['money'],money,0,money,money,5,save,save,Cost,hopeful
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",0,received delivery promptly,27,Neutral,['delivery'],delivery,0,delivery,delivery,8,received,received,Packaging/Delivery,happy
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,0,door,door,4,,,Place,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,1,gift,gift,4,,,Setting,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,2,order,order,5,,,Consumer,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,3,problem,problem,7,,,Consumer,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,4,product,product,7,indicate,indicate,Consumer,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,5,quality,quality,7,,,Quality,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",1,quality product delivered fresh door problem way indicate order gift item recipient,185,Positive,"['door', 'gift', 'order', 'problem', 'product', 'quality', 'recipient']",door|gift|order|problem|product|quality|recipient,6,recipient,recipient,9,indicate,indicate,,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",2,pleased quality item grandchildren plan big breakfast friends christmas day,133,Positive,"['breakfast', 'day', 'friends', 'grandchildren']",breakfast|day|friends|grandchildren,0,breakfast,breakfast,9,,,Occasion,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",2,pleased quality item grandchildren plan big breakfast friends christmas day,133,Positive,"['breakfast', 'day', 'friends', 'grandchildren']",breakfast|day|friends|grandchildren,1,day,day,3,,,Setting,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",2,pleased quality item grandchildren plan big breakfast friends christmas day,133,Positive,"['breakfast', 'day', 'friends', 'grandchildren']",breakfast|day|friends|grandchildren,2,friends,friend,6,plan,plan,Occasion,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",2,pleased quality item grandchildren plan big breakfast friends christmas day,133,Positive,"['breakfast', 'day', 'friends', 'grandchildren']",breakfast|day|friends|grandchildren,3,grandchildren,grandchild,10,plan,plan,,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",3,however way order let buyer indicate gift,87,Positive,"['buyer', 'gift', 'order']",buyer|gift|order,0,buyer,buyer,5,,,,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",3,however way order let buyer indicate gift,87,Positive,"['buyer', 'gift', 'order']",buyer|gift|order,1,gift,gift,4,indicate,indicate,Setting,
"Received delivery promptly.  Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.  I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.  there should however be a way on the order to let the buyer indicate gift and who from. ","Reviewed in the United States on December 13, 2018",Amazon,8,"['Received delivery promptly.', 'Once again a quality product that was delivered fresh to door, the only problem I have is there was no way to indicate with this order that this was gift item and who the recipient was.', 'I am very pleased with the quality of the item to my grandchildren, they plan on having a big breakfast for friends on Christmas day.', 'there should however be a way on the order to let the buyer indicate gift and who from.']",3,however way order let buyer indicate gift,87,Positive,"['buyer', 'gift', 'order']",buyer|gift|order,2,order,order,5,,,Consumer,
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",0,great quality,14,Verypositive,['quality'],quality,0,quality,quality,7,great,great,Quality,delighted
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",1,send daughter family every year love christmas morning breakfast,102,Positive,"['breakfast', 'daughter', 'family', 'morning', 'year']",breakfast|daughter|family|morning|year,0,breakfast,breakfast,9,love,love,Occasion,happy
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",1,send daughter family every year love christmas morning breakfast,102,Positive,"['breakfast', 'daughter', 'family', 'morning', 'year']",breakfast|daughter|family|morning|year,1,daughter,daughter,8,,,,
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",1,send daughter family every year love christmas morning breakfast,102,Positive,"['breakfast', 'daughter', 'family', 'morning', 'year']",breakfast|daughter|family|morning|year,2,family,family,6,send,send,Occasion,neutral
